masked_sentence	mask_token_str	mapping_type	learnerl1	learnerRawScore	annotationErrorType	incorrect_token	incorrect_token_idx	incorrect_token_length	incorrect_token_pos
First of all , you must walk down to the Central Street until you arrive at the bus stop , then you take the [MASK] number two that goes directly to the college .	[MASK]	replacement_correction	French	27.00	W	bus	24	3	NN
First of all , you must walk down to the Central Street until you arrive at the bus stop , then you take the bus [MASK] two that goes directly to the college .	[MASK]	replacement_correction	French	27.00	W	number	25	6	NN
First of all , you must walk down to the Central Street until you arrive at the bus stop , then you take the bus number [MASK] that goes directly to the college .	[MASK]	replacement_correction	French	27.00	W	two	26	3	CD
One of them is [MASK] area .	[MASK]	replacement_correction	Korean	25.0	W	fashion	4	7	NN
One of them is fashion [MASK] .	[MASK]	replacement_correction	Korean	25.0	W	area	5	4	NN
It was last [MASK] to get me angry .	[MASK]	replacement_correction	Russian	18.0	S	poin	3	4	NN
It was last poin [MASK] get me angry .	[MASK]	replacement_correction	Russian	18.0	TV	to	4	2	TO
It was last poin to [MASK] me angry .	[MASK]	replacement_correction	Russian	18.0	TV	get	5	3	VB
[MASK] number of forigen students have recently been increasing .	[MASK]	replacement_correction	Korean	23.0	RD	A	0	1	DT
A number of [MASK] students have recently been increasing .	[MASK]	replacement_correction	Korean	23.0	S	forigen	3	7	NN
A number of forigen students [MASK] recently been increasing .	[MASK]	replacement_correction	Korean	23.0	AGV	have	5	4	VBP
I [MASK] that you liked my experience .	[MASK]	replacement_correction	Portuguese	27.0	RV	wish	1	4	VBP
Now we can buy everything [MASK] Internet , we can see what 's happening in Wall Street , we can send mail in a easier way , by e-mail and many people has started to work at home by their computers .	[MASK]	replacement_correction	Spanish	31.0	RT	by	5	2	IN
Now we can buy everything by Internet , we can see what 's happening [MASK] Wall Street , we can send mail in a easier way , by e-mail and many people has started to work at home by their computers .	[MASK]	replacement_correction	Spanish	31.0	RT	in	14	2	IN
Now we can buy everything by Internet , we can see what 's happening in Wall Street , we can send mail in [MASK] easier way , by e-mail and many people has started to work at home by their computers .	[MASK]	replacement_correction	Spanish	31.0	FD	a	23	1	DT
Now we can buy everything by Internet , we can see what 's happening in Wall Street , we can send mail in a easier way , by e-mail and many people [MASK] started to work at home by their computers .	[MASK]	replacement_correction	Spanish	31.0	AGV	has	32	3	VBZ
Now we can buy everything by Internet , we can see what 's happening in Wall Street , we can send mail in a easier way , by e-mail and many people has started to work at home [MASK] their computers .	[MASK]	replacement_correction	Spanish	31.0	RT	by	38	2	IN
[MASK] , Pat was n't very good at keeping secrets .	[MASK]	replacement_correction	French	34.0	DY	Unfortunatly	0	12	RB
I [MASK] into their room and give hot Cheeseburgers , Coca-Cola and ice-cream to Peter .	[MASK]	replacement_correction	Russian	27.0	RV	came	1	4	VBD
I came into their room and [MASK] hot Cheeseburgers , Coca-Cola and ice-cream to Peter .	[MASK]	replacement_correction	Russian	27.0	TV	give	6	4	VB
Thirdly , the ad [MASK] possible discounts .	[MASK]	replacement_correction	French	35.0	IV	mentionned	4	10	VBD
Now we have free time to do [MASK] else , while machine is doing our work .	[MASK]	replacement_correction	Russian	28.0	RA	anything	7	8	NN
It is an obligation [MASK] medicines , clothes to winter , doctor visites , and so forth .	[MASK]	replacement_correction	Portuguese	23.0	FV	shopping	4	8	NN
It is an obligation shopping medicines , clothes [MASK] winter , doctor visites , and so forth .	[MASK]	replacement_correction	Portuguese	23.0	RT	to	8	2	TO
It is an obligation shopping medicines , clothes to winter , [MASK] visites , and so forth .	[MASK]	replacement_correction	Portuguese	23.0	MP	doctor	11	6	NN
It is an obligation shopping medicines , clothes to winter , doctor [MASK] , and so forth .	[MASK]	replacement_correction	Portuguese	23.0	S	visites	12	7	NNS
It was closed [MASK] some reason I still do n't know .	[MASK]	replacement_correction	German	27.0	RT	of	3	2	IN
Helen I [MASK] like to ask you how many money we have to take to the Camp ?	[MASK]	replacement_correction	Spanish	24.0	TV	will	2	4	MD
Helen I will like to ask you how [MASK] money we have to take to the Camp ?	[MASK]	replacement_correction	Spanish	24.0	CQ	many	8	4	JJ
Because of his behaviour , [MASK] Pat is alone and nobody trust in him .	[MASK]	replacement_correction	French	26.0	W	now	5	3	RB
Because of his behaviour , now [MASK] is alone and nobody trust in him .	[MASK]	replacement_correction	French	26.0	W	Pat	6	3	NNP
Because of his behaviour , now Pat [MASK] alone and nobody trust in him .	[MASK]	replacement_correction	French	26.0	W	is	7	2	VBZ
Because of his behaviour , now Pat is alone and nobody [MASK] in him .	[MASK]	replacement_correction	French	26.0	AGV	trust	11	5	NN
[MASK] the activities , I would choose painting - which I am keen on and I have done several courses - , and Photography - from which I know just the basical skills .	[MASK]	replacement_correction	Portuguese	35.0	RT	Among	0	5	IN
Among the activities , I would choose painting - which I am keen on and I have done several courses - , and Photography - [MASK] which I know just the basical skills .	[MASK]	replacement_correction	Portuguese	35.0	RT	from	25	4	IN
Among the activities , I would choose painting - which I am keen on and I have done several courses - , and Photography - from which I know just the [MASK] skills .	[MASK]	replacement_correction	Portuguese	35.0	DJ	basical	31	7	JJ
This book [MASK] one of the best american litterature book .	[MASK]	replacement_correction	French	22.0	RV	stays	2	5	VBZ
This book stays one of the best [MASK] litterature book .	[MASK]	replacement_correction	French	22.0	RP	american	7	8	JJ
This book stays one of the best american [MASK] book .	[MASK]	replacement_correction	French	22.0	S	litterature	8	11	NN
However , there [MASK] not any .	[MASK]	replacement_correction	Portuguese	39.0	AGV	was	3	3	VBD
Moreover , this [MASK] is not only about the actor , who ever , the problem is that the show started too late .	[MASK]	replacement_correction	Portuguese	24.0	RN	complaining	3	11	NN
Moreover , this complaining is not only about the actor , [MASK] ever , the problem is that the show started too late .	[MASK]	replacement_correction	Portuguese	24.0	RP	who	11	3	WP
Moreover , this complaining is not only about the actor , who [MASK] , the problem is that the show started too late .	[MASK]	replacement_correction	Portuguese	24.0	RP	ever	12	4	RB
The name of the event , International Arts Festival , is great idea actually , but there were stars and artists [MASK] from six countries apart from your advertisement .	[MASK]	replacement_correction	Korean	23.00	W	only	21	4	RB
The name of the event , International Arts Festival , is great idea actually , but there were stars and artists only [MASK] six countries apart from your advertisement .	[MASK]	replacement_correction	Korean	23.00	W	from	22	4	IN
The name of the event , International Arts Festival , is great idea actually , but there were stars and artists only from six countries [MASK] from your advertisement .	[MASK]	replacement_correction	Korean	23.00	R	apart	25	5	RB
The name of the event , International Arts Festival , is great idea actually , but there were stars and artists only from six countries apart [MASK] your advertisement .	[MASK]	replacement_correction	Korean	23.00	R	from	26	4	IN
As you know Luna Pop is not my favourite group and I went to their concert only because Ake needed [MASK] accompanied .	[MASK]	replacement_correction	Italian	35.0	FV	being	20	5	VBG
We will prepare traditional English meals and some students from foreign [MASK] will prepare their ethnic foods .	[MASK]	replacement_correction	Japanese	25.00	FN	country	11	7	NN
I have a little brother and I want to know if I could take [MASK] with me .	[MASK]	replacement_correction	French	20.0	RA	it	14	2	PRP
If she [MASK] not followed by journalists , she would n't die .	[MASK]	replacement_correction	Japanese	27.00	TV	was	2	3	VBD
If she was [MASK] followed by journalists , she would n't die .	[MASK]	replacement_correction	Japanese	27.00	TV	not	3	3	RB
If she was not followed by journalists , she would n't [MASK] .	[MASK]	replacement_correction	Japanese	27.00	TV	die	11	3	VB
Last month , I enjoyed [MASK] help at a pop concert in Portugal .	[MASK]	replacement_correction	Portuguese	24.0	FV	to	5	2	TO
Last month , I enjoyed to [MASK] at a pop concert in Portugal .	[MASK]	replacement_correction	Portuguese	24.0	FV	help	6	4	VB
And now the situation was becoming harder to [MASK] on with .	[MASK]	replacement_correction	Turkish	34.0	RV	get	8	3	VB
And now the situation was becoming harder to get [MASK] with .	[MASK]	replacement_correction	Turkish	34.0	RV	on	9	2	IN
You [MASK] walk miles around store to find what you wanted .	[MASK]	replacement_correction	Russian	34.0	TV	should	1	6	MD
You should [MASK] miles around store to find what you wanted .	[MASK]	replacement_correction	Russian	34.0	TV	walk	2	4	VB
You should walk miles around store to find what you [MASK] .	[MASK]	replacement_correction	Russian	34.0	TV	wanted	10	6	VBD
[MASK] most people work hard to earn their money and consequently , the occasion in which this money is spent to buy something useful , or simply something they like , should be considered a very pleasant situation .	[MASK]	replacement_correction	Italian	31.0	DY	Actualy	0	7	NNP
Actualy most people work hard to earn their money and consequently , the occasion [MASK] which this money is spent to buy something useful , or simply something they like , should be considered a very pleasant situation .	[MASK]	replacement_correction	Italian	31.0	RT	in	14	2	IN
Actualy most people work hard to earn their money and consequently , the occasion in which this money is spent to buy something useful , or simply something they like , should be considered a very pleasant [MASK] .	[MASK]	replacement_correction	Italian	31.0	RN	situation	37	9	NN
